2001,3,19,1,1020.0,1020,1208.0,1243,US,359,N404äâ,108.0,143,83.0,-35.0,0.0,LGA,CLT,544,5,20,0,NA,0,\N,\N,\N,\N,\N,N
2001,2,22,4,857.0,855,1059.0,1103,CO,1873,N16632,122.0,128,104.0,-4.0,2.0,BNA,IAH,657,6,12,0,NA,0,\N,\N,\N,\N,\N,Y
2001,1,28,7,1332.0,1330,1445.0,1438,MQ,5172,#NAME?,73.0,68,40.0,7.0,2.0,BOS,JFK,187,13,20,0,NA,0,\N,\N,\N,\N,\N,Y
2001,2,14,3,920.0,915,1126.0,1112,NW,11,N533äâ,126.0,117,95.0,14.0,5.0,EWR,DTW,487,9,22,0,NA,0,\N,\N,\N,\N,\N,Y
2001,1,30,2,2057.0,2100,31.0,35,UA,1106,N337ä1,154.0,155,129.0,-4.0,-3.0,ORD,MCO,1005,3,22,0,NA,0,\N,\N,\N,\N,\N,N
2001,2,3,6,745.0,745,1022.0,1009,US,1085,N334äâ,157.0,144,128.0,13.0,0.0,PIT,TPA,873,4,25,0,NA,0,\N,\N,\N,\N,\N,Y
2001,2,28,3,650.0,645,944.0,1000,UA,502,N595ä1,114.0,135,100.0,-16.0,5.0,ORD,BOS,867,3,11,0,NA,0,\N,\N,\N,\N,\N,Y
2001,1,31,3,1920.0,1920,2025.0,2025,WN,50,N330@@,65.0,65,57.0,0.0,0.0,DAL,MAF,319,1,7,0,NA,0,\N,\N,\N,\N,\N,N
2001,1,2,2,2048.0,2040,2154.0,2155,WN,126,N712@@,66.0,75,55.0,-1.0,8.0,DAL,MSY,437,4,7,0,NA,0,\N,\N,\N,\N,\N,Y
2001,1,26,5,1055.0,1100,1151.0,1150,NW,26,N310N2,56.0,50,37.0,1.0,-5.0,LAX,SAN,109,2,17,0,NA,0,\N,\N,\N,\N,\N,Y
2001,2,8,4,714.0,715,847.0,842,UA,639,N7285ä,153.0,147,124.0,5.0,-1.0,EWR,ORD,719,4,25,0,NA,0,\N,\N,\N,\N,\N,Y
2001,1,2,2,1405.0,1400,1458.0,1500,UA,1259,N830ä1,113.0,120,93.0,-2.0,5.0,DFW,DEN,641,11,9,0,NA,0,\N,\N,\N,\N,\N,Y
2001,2,21,3,826.0,830,1516.0,1553,NW,208,N328Næ,230.0,263,215.0,-37.0,-4.0,SNA,DTW,1960,6,9,0,NA,0,\N,\N,\N,\N,\N,N
2001,2,7,3,813.0,820,949.0,1000,US,1242,N851äâ,96.0,100,80.0,-11.0,-7.0,ABE,CLT,481,7,9,0,NA,0,\N,\N,\N,\N,\N,N
2001,2,28,3,1659.0,1700,1807.0,1814,US,6870,N104äæ,68.0,74,44.0,-7.0,-1.0,DCA,LGA,214,11,13,0,NA,0,\N,\N,\N,\N,\N,N
2001,1,24,3,2019.0,2005,2142.0,2113,UA,2567,N397ä1,83.0,68,52.0,29.0,14.0,LAS,LAX,236,18,13,0,NA,0,\N,\N,\N,\N,\N,Y
2001,2,7,3,1226.0,1233,1634.0,1639,UA,1776,N902ä1,188.0,186,169.0,-5.0,-7.0,AUS,IAD,1297,4,15,0,NA,0,\N,\N,\N,\N,\N,N
2001,2,16,5,609.0,615,707.0,716,AA,820,N2CCA1,58.0,61,40.0,-9.0,-6.0,SAT,DFW,247,6,12,0,NA,0,\N,\N,\N,\N,\N,N
2001,1,20,6,1130.0,1130,1233.0,1235,WN,631,N621@@,63.0,65,50.0,-2.0,0.0,LAX,SJC,308,3,10,0,NA,0,\N,\N,\N,\N,\N,N
2001,1,27,6,\N,1105,\N,1329,AA,630,äNKNOæ,\N,84,\N,\N,\N,LAX,PHX,370,0,0,1,NA,0,\N,\N,\N,\N,\N,Y
2001,3,19,1,2110.0,2045,2233.0,2212,US,1899,N334äâ,83.0,87,64.0,21.0,25.0,BOS,PHL,280,6,13,0,NA,0,\N,\N,\N,\N,\N,Y
2001,1,2,2,1522.0,1522,1640.0,1630,MQ,5361,#NAME?,78.0,68,42.0,10.0,0.0,MIA,SRQ,178,5,31,0,NA,0,\N,\N,\N,\N,\N,Y
2001,2,22,4,711.0,715,918.0,903,NW,165,N328Næ,247.0,228,188.0,15.0,-4.0,MSP,SEA,1399,4,55,0,NA,0,\N,\N,\N,\N,\N,Y
2001,1,3,3,1726.0,1700,1828.0,1823,UA,1215,N816ä1,122.0,143,104.0,5.0,26.0,DEN,LAX,862,8,10,0,NA,0,\N,\N,\N,\N,\N,Y
2001,2,6,2,805.0,810,958.0,1026,US,1197,N701äæ,173.0,196,149.0,-28.0,-5.0,PHL,MSP,980,2,22,0,NA,0,\N,\N,\N,\N,\N,N
2001,2,7,3,658.0,700,806.0,809,UA,603,N466ä1,128.0,129,112.0,-3.0,-2.0,DCA,ORD,612,6,10,0,NA,0,\N,\N,\N,\N,\N,N
2001,1,15,1,1128.0,1100,1235.0,1210,WN,103,N711@@,67.0,70,58.0,25.0,28.0,LAX,OAK,337,4,5,0,NA,0,\N,\N,\N,\N,\N,Y
2001,1,28,7,1657.0,1600,1754.0,1708,US,1018,#NAME?,57.0,68,44.0,46.0,57.0,PIT,GSO,304,3,10,0,NA,0,\N,\N,\N,\N,\N,Y
2001,1,31,3,1248.0,1205,1332.0,1255,MQ,3056,#NAME?,44.0,50,34.0,37.0,43.0,PSP,LAX,110,4,6,0,NA,0,\N,\N,\N,\N,\N,Y
2001,2,27,2,1901.0,1905,2200.0,2150,NW,1732,N618Næ,119.0,105,70.0,10.0,-4.0,MSP,DAY,574,3,46,0,NA,0,\N,\N,\N,\N,\N,Y
2001,1,29,1,601.0,600,824.0,756,TW,525,N9406æ,203.0,176,185.0,28.0,1.0,BDL,STL,957,4,14,0,NA,0,\N,\N,\N,\N,\N,Y
2001,2,19,1,700.0,700,800.0,749,MQ,3043,#NAME?,60.0,49,33.0,11.0,0.0,SAN,LAX,109,7,20,0,NA,0,\N,\N,\N,\N,\N,Y
2001,1,16,2,648.0,650,905.0,845,CO,1865,N16648,197.0,175,180.0,20.0,-2.0,GSO,IAH,986,6,11,0,NA,0,\N,\N,\N,\N,\N,Y
