2003,1,24,5,752,800,1011,1010,AS,751,N948AS,199,190,175,1,-8,PHX,SEA,1107,10,14,0,NA,0,\N,\N,\N,\N,\N,Y
2003,5,13,2,1901,1900,2016,2015,XE,2852,N15980,75,75,49,1,1,EWR,IAD,213,7,19,0,NA,0,\N,\N,\N,\N,\N,Y
2003,10,23,4,1655,1657,1946,1949,NW,746,N763NW,111,112,70,-3,-2,MSP,DTW,528,15,26,0,,0,0,0,0,0,0,N
2003,4,23,3,915,922,1228,1232,MQ,4397,N831MQ,133,130,120,-4,-7,ORD,PWM,900,3,10,0,NA,0,\N,\N,\N,\N,\N,N
2003,11,24,1,655,705,1012,1026,UA,324,N811UA,137,141,103,-14,-10,LAX,DEN,862,22,12,0,,0,0,0,0,0,0,N
2003,5,22,4,1349,1357,1433,1437,NW,1817,N8911E,44,40,20,-4,-8,DTW,LAN,74,4,20,0,NA,0,\N,\N,\N,\N,\N,N
2003,6,8,7,1109,1005,1223,1140,UA,249,N643UA,134,155,109,43,64,ORD,DEN,888,8,17,0,,0,43,0,0,0,0,Y
2003,5,31,6,1329,1335,1531,1550,NW,1724,N677MC,62,75,43,-19,-6,MKE,DTW,238,11,8,0,NA,0,\N,\N,\N,\N,\N,N
2003,7,21,1,1659,1430,1948,1705,NW,863,N548US,349,335,319,163,149,MSP,FAI,2466,5,25,0,,0,149,0,14,0,0,Y
2003,8,11,1,2202,1945,2310,2035,WN,143,N74,68,50,40,155,137,IAH,DAL,217,2,26,0,,0,0,0,18,0,137,Y
2003,12,7,7,2351,2354,128,120,HP,631,N168AW,97,86,66,8,-3,LAS,OAK,407,9,22,0,,0,0,0,0,0,0,Y
2003,9,29,1,733,740,1143,1204,DL,654,N902DL,190,204,165,-21,-7,DFW,LGA,1389,7,18,0,,0,0,0,0,0,0,N
2003,6,7,6,2011,2015,2116,2129,OO,3781,N416SW,61,74,149,-13,0,SLC,BIL,387,3,12,0,,0,0,0,0,0,0,N
2003,12,7,7,558,600,844,858,US,1212,N526AU,106,118,90,-14,-2,ORD,PHL,678,7,9,0,,0,0,0,0,0,0,N
2003,3,10,1,711,700,1006,954,DL,2366,N378DL,175,174,150,12,11,MCO,BOS,1121,9,16,0,NA,0,\N,\N,\N,\N,\N,Y
2003,9,27,6,802,805,1033,1050,B6,45,N528JB,151,165,125,-17,-3,JFK,MCO,944,6,20,0,,0,0,0,0,0,0,N
2003,9,26,5,1610,1615,19,20,AA,180,N339AA,309,305,283,-1,-5,LAX,JFK,2475,13,13,0,,0,0,0,0,0,0,N
2003,8,9,6,2025,2010,2138,2137,AS,79,N797AS,133,147,115,1,15,SEA,JNU,909,4,14,0,,0,0,0,0,0,0,Y
2003,12,17,3,743,750,911,910,US,1443,N591US,148,140,119,1,-7,PHL,ORD,678,5,24,0,,0,0,0,0,0,0,Y
2003,3,7,5,40,45,603,611,NW,300,N309US,203,206,180,-8,-5,LAX,MSP,1536,6,17,0,NA,0,\N,\N,\N,\N,\N,N
2003,11,10,1,925,930,1115,1120,US,714,N421US,110,110,92,-5,-5,PBI,CLT,590,3,15,0,,0,0,0,0,0,0,N
2003,6,30,1,1930,1930,2045,2055,WN,1939,N395,75,85,58,-10,0,PHX,LAX,370,5,12,0,,0,0,0,0,0,0,N
2003,6,14,6,1004,1007,1123,1134,UA,806,N675UA,79,87,54,-11,-3,SFO,LAX,337,12,13,0,,0,0,0,0,0,0,N
2003,11,22,6,1805,1815,1944,1955,XE,2368,N13970,99,100,74,-11,-10,CLE,MHT,544,6,19,0,,0,0,0,0,0,0,N
2003,1,1,3,954,945,1143,1137,DL,1158,N911DE,109,112,86,6,9,ATL,PHL,665,8,15,0,NA,0,\N,\N,\N,\N,\N,Y
2003,6,6,5,1330,1315,1442,1430,WN,1905,N686,72,75,63,12,15,ONT,SMF,389,4,5,0,,0,0,0,0,0,0,Y
2003,2,20,4,1228,1215,1315,1305,WN,2577,N513,47,50,39,10,13,ELP,ABQ,223,2,6,0,NA,0,\N,\N,\N,\N,\N,Y
2003,12,27,6,1017,1015,1107,1114,US,965,N750UW,110,119,91,-7,2,CLT,MSY,651,6,13,0,,0,0,0,0,0,0,Y
2003,7,6,7,913,915,1112,1109,CO,136,N67158,239,234,216,3,-2,IAH,SFO,1635,7,16,0,,0,0,0,0,0,0,Y
2003,4,16,3,2056,2057,2229,2233,NW,1018,N324NB,93,96,75,-4,-1,DTW,RDU,501,4,14,0,NA,0,\N,\N,\N,\N,\N,N
2003,8,12,2,829,830,1108,1123,US,443,N427US,99,113,80,-15,-1,ORD,CLT,599,2,17,0,,0,0,0,0,0,0,N
2003,11,16,7,1735,1742,1929,1947,NW,1553,N319NB,174,185,162,-18,-7,MHT,MSP,1092,3,9,0,,0,0,0,0,0,0,N
2003,8,22,5,830,830,950,950,WN,994,N639,140,140,120,0,0,BWI,LIT,912,2,18,0,,0,0,0,0,0,0,N
2003,11,21,5,1146,1148,1649,1640,AA,1782,N4YRAA,183,172,138,9,-2,SAN,DFW,1171,30,15,0,,0,0,0,0,0,0,Y
2003,4,22,2,1438,1440,1541,1529,UA,1099,N384UA,123,109,100,12,-2,DEN,PHX,602,5,18,0,NA,0,\N,\N,\N,\N,\N,Y
2003,3,24,1,1557,1600,1630,1646,MQ,3410,N828MQ,33,46,22,-16,-3,PSP,LAX,110,4,7,0,NA,0,\N,\N,\N,\N,\N,N
2003,5,25,7,1406,1400,1553,1539,US,1587,N519AU,107,99,65,14,6,CLT,PHL,448,8,34,0,NA,0,\N,\N,\N,\N,\N,Y
2003,10,7,2,600,600,702,704,DL,2179,N232DZ,62,64,40,-2,0,BOS,LGA,185,3,19,0,,0,0,0,0,0,0,N
2003,3,13,4,1625,1620,1748,1750,WN,2967,N621,83,90,63,-2,5,LAS,SMF,397,5,15,0,NA,0,\N,\N,\N,\N,\N,Y
2003,10,23,4,1712,1722,1928,1932,FL,1724,N953AT,76,70,55,-4,-10,PNS,ATL,272,11,10,0,,0,0,0,0,0,0,N
2003,12,15,1,708,705,744,751,XE,2078,N16911,36,46,27,-7,3,LCH,IAH,127,5,4,0,,0,0,0,0,0,0,Y
2003,4,24,4,1228,1230,1342,1350,MQ,4770,N812MQ,74,80,50,-8,-2,BOS,EWR,200,6,18,0,NA,0,\N,\N,\N,\N,\N,N
2003,8,5,2,1755,1739,1855,1855,OO,6938,N932SW,60,76,153,0,16,PHX,LAX,370,5,1,0,,0,0,0,0,0,0,Y
2003,3,12,3,815,820,956,1002,FL,58,N995AT,101,102,78,-6,-5,ATL,IAD,533,5,18,0,NA,0,\N,\N,\N,\N,\N,N
2003,2,17,1,925,930,1010,1024,MQ,3216,N272MQ,45,54,32,-14,-5,LAX,SAN,109,5,8,0,NA,0,\N,\N,\N,\N,\N,N
2003,8,26,2,1643,1340,21,2113,US,10,N633AU,278,273,250,188,183,LAX,PIT,2136,6,22,0,,0,0,0,5,0,183,Y
2003,1,25,6,1703,1659,1745,1751,NW,468,N773NC,42,52,23,-6,4,DTW,CLE,95,6,13,0,NA,0,\N,\N,\N,\N,\N,Y
2003,9,20,6,1838,1839,1848,1909,AA,893,N528AA,130,150,120,-21,-1,DFW,PHX,868,3,7,0,,0,0,0,0,0,0,N
2003,6,7,6,635,640,823,828,XE,2351,N15986,108,108,93,-5,-5,BDL,CLE,475,5,10,0,,0,0,0,0,0,0,N
2003,2,27,4,1345,1345,1641,1645,WN,2437,N657,116,120,95,-4,0,STL,BWI,737,3,18,0,NA,0,\N,\N,\N,\N,\N,N
2003,10,3,5,733,733,845,841,HP,890,N809AW,72,68,44,4,0,PHX,LAS,256,5,23,0,,0,0,0,0,0,0,Y
