2008,2,22,5,2111,1925,2250,2055,XE,2247,N15941,99,90,65,115,106,IAH,TUL,429,8,26,0,,0,19,0,9,0,87,Y
2008,2,24,7,720,730,912,922,XE,2251,N14972,112,112,90,-10,-10,IND,EWR,644,9,13,0,,0,NA,NA,NA,NA,NA,N
2008,2,26,2,910,915,1102,1105,XE,3101,N14905,112,110,79,-3,-5,CLT,EWR,529,5,28,0,,0,NA,NA,NA,NA,NA,N
2008,2,15,5,1326,1300,1536,1504,XE,2995,N18120,190,184,169,32,26,EWR,MSP,1008,6,15,0,,0,26,0,6,0,0,Y
2008,2,20,3,NA,1610,NA,1750,XE,2497,,NA,100,NA,NA,NA,IAH,ICT,542,NA,NA,1,B,0,NA,NA,NA,NA,NA,Y
2008,2,27,3,1842,1840,2012,2015,XE,2228,N14522,90,95,76,-3,2,IAH,MGM,554,2,12,0,,0,NA,NA,NA,NA,NA,Y
2008,2,22,5,NA,1930,NA,2107,XE,1281,,NA,97,NA,NA,NA,EWR,IAD,213,NA,NA,1,B,0,NA,NA,NA,NA,NA,Y
2008,2,8,5,608,615,753,757,XE,2919,N24517,105,102,81,-4,-7,XNA,IAH,438,10,14,0,,0,NA,NA,NA,NA,NA,N
2008,2,26,2,718,725,1024,1017,XE,2293,N13975,126,112,101,7,-7,MCI,CLE,694,7,18,0,,0,NA,NA,NA,NA,NA,Y
2008,2,1,5,1931,1935,2143,2144,XE,2816,N12567,72,69,52,-1,-4,MDW,CLE,307,9,11,0,,0,NA,NA,NA,NA,NA,N
2008,2,4,1,1009,1000,1158,1158,XE,2873,N15973,109,118,89,0,9,IAH,MCI,643,6,14,0,,0,NA,NA,NA,NA,NA,Y
2008,2,11,1,1754,1655,1920,1839,XE,2825,N13566,146,164,126,41,59,EWR,BNA,748,5,15,0,,0,7,0,0,0,34,Y
2008,2,27,3,1753,1750,1925,1932,XE,2739,N14153,152,162,129,-7,3,IAH,TUS,936,6,17,0,,0,NA,NA,NA,NA,NA,Y
2008,2,11,1,1008,1005,1110,1114,XE,2823,N16927,62,69,35,-4,3,SYR,EWR,194,18,9,0,,0,NA,NA,NA,NA,NA,Y
2008,2,7,4,611,615,801,812,XE,2563,N21537,170,177,143,-11,-4,EWR,STL,872,5,22,0,,0,NA,NA,NA,NA,NA,N
2008,2,21,4,2013,1825,2245,2043,XE,2876,N12996,152,138,79,122,108,CVG,EWR,569,5,68,0,,0,22,0,14,0,86,Y
2008,2,10,7,1102,1105,1310,1314,XE,2458,N36915,128,129,112,-4,-3,BNA,IAH,657,6,10,0,,0,NA,NA,NA,NA,NA,N
2008,2,27,3,1753,1720,1848,1822,XE,2105,N21129,55,62,38,26,33,GRR,CLE,214,7,10,0,,0,0,0,0,0,26,Y
2008,2,14,4,619,605,738,728,XE,3054,N18101,79,83,43,10,14,ROC,CLE,245,13,23,0,,0,NA,NA,NA,NA,NA,Y
2008,2,5,2,NA,2015,NA,2214,XE,2665,,NA,119,NA,NA,NA,DTW,EWR,487,NA,NA,1,C,0,NA,NA,NA,NA,NA,Y
2008,2,22,5,1526,1415,1714,1555,XE,2976,N13913,168,160,141,79,71,SAV,IAH,851,11,16,0,,0,2,0,8,0,69,Y
2008,2,18,1,2327,2055,1,2142,XE,3015,N21144,34,47,19,139,152,IAH,LCH,127,6,9,0,,0,139,0,0,0,0,Y
2008,2,25,1,1001,1005,1318,1327,XE,2972,N12528,137,142,111,-9,-4,IAH,CVG,871,5,21,0,,0,NA,NA,NA,NA,NA,N
2008,2,3,7,1524,1525,1624,1634,XE,2626,N14960,60,69,46,-10,-1,CLE,SYR,317,4,10,0,,0,NA,NA,NA,NA,NA,N
2008,2,18,1,1112,1115,1239,1250,XE,2394,N14905,87,95,70,-11,-3,CLE,MHT,544,5,12,0,,0,NA,NA,NA,NA,NA,N
2008,2,13,3,NA,1635,NA,2005,XE,2567,,NA,150,NA,NA,NA,BNA,EWR,748,NA,NA,1,C,0,NA,NA,NA,NA,NA,Y
2008,2,20,3,2248,1955,30,2208,XE,2276,N13995,102,133,80,142,173,CVG,EWR,569,7,15,0,,0,1,0,0,0,141,Y
2008,2,17,7,1554,1555,1654,1704,XE,2934,N16501,60,69,49,-10,-1,CLE,ABE,339,2,9,0,,0,NA,NA,NA,NA,NA,N
2008,2,20,3,1612,1540,1720,1649,XE,2429,N13566,68,69,43,31,32,EWR,BTV,266,3,22,0,,0,0,0,0,0,31,Y
2008,2,5,2,1705,1712,1812,1820,XE,2270,N16520,67,68,51,-8,-7,MLU,IAH,262,7,9,0,,0,NA,NA,NA,NA,NA,N
2008,2,29,5,915,920,1020,1029,XE,2952,N14902,65,69,48,-9,-5,IND,CLE,261,8,9,0,,0,NA,NA,NA,NA,NA,N
2008,2,13,3,1540,1535,1832,1822,XE,2518,N18114,172,167,153,10,5,IAH,MSP,1034,7,12,0,,0,NA,NA,NA,NA,NA,Y
2008,2,6,3,1329,1210,1442,1335,XE,2023,N13964,133,145,113,67,79,ATL,IAH,689,4,16,0,,0,0,3,0,0,64,Y
2008,2,22,5,NA,1705,NA,1845,XE,2468,,NA,100,NA,NA,NA,RIC,EWR,278,NA,NA,1,B,0,NA,NA,NA,NA,NA,Y
2008,2,26,2,630,640,837,813,XE,2743,N13949,127,93,82,24,-10,CLE,CLT,430,6,39,0,,0,0,0,24,0,0,Y
2008,2,14,4,1019,1020,1156,1210,XE,2197,N16511,97,110,83,-14,-1,GRR,EWR,605,4,10,0,,0,NA,NA,NA,NA,NA,N
2008,2,24,7,929,930,1038,1042,XE,3098,N14943,69,72,54,-4,-1,BUF,EWR,282,6,9,0,,0,NA,NA,NA,NA,NA,N
2008,2,18,1,915,920,1059,1045,XE,2008,N18102,164,145,132,14,-5,IAH,COS,809,8,24,0,,0,NA,NA,NA,NA,NA,Y
2008,2,15,5,NA,1010,NA,1132,XE,2623,,NA,82,NA,NA,NA,IAH,OKC,395,NA,NA,1,B,0,NA,NA,NA,NA,NA,Y
2008,2,7,4,1805,1809,1949,1959,XE,2064,N13566,164,170,151,-10,-4,DAY,IAH,929,4,9,0,,0,NA,NA,NA,NA,NA,N
2008,2,13,3,1850,1840,2010,2020,XE,3063,N15572,140,160,118,-10,10,SDF,IAH,788,7,15,0,,0,NA,NA,NA,NA,NA,Y
2008,2,8,5,1943,1855,2119,2047,XE,2972,N17984,96,112,76,32,48,CLE,BOS,563,9,11,0,,0,0,0,32,0,0,Y
2008,2,11,1,1959,1921,2055,2023,XE,2907,N14939,56,62,35,32,38,IAH,LFT,201,4,17,0,,0,6,0,0,0,26,Y
2008,2,1,5,844,845,919,924,XE,2724,N16541,95,99,76,-5,-1,CLE,BNA,448,8,11,0,,0,NA,NA,NA,NA,NA,N
2008,2,22,5,NA,1905,NA,2050,XE,2609,,NA,165,NA,NA,NA,EWR,MKE,725,NA,NA,1,B,0,NA,NA,NA,NA,NA,Y
2008,2,4,1,918,925,1039,1045,XE,2200,N14505,81,80,65,-6,-7,DCA,CLE,310,6,10,0,,0,NA,NA,NA,NA,NA,N
2008,2,18,1,1936,1735,2112,1935,XE,3056,N13965,96,120,68,97,121,GSO,EWR,446,18,10,0,,0,0,0,20,0,77,Y
2008,2,12,2,1220,1225,1458,1432,XE,2667,N14923,158,127,116,26,-5,MCI,IAH,643,9,33,0,,0,0,0,26,0,0,Y
2008,2,15,5,748,745,1100,1105,XE,2586,N14916,132,140,111,-5,3,IAH,IND,845,4,17,0,,0,NA,NA,NA,NA,NA,Y
2008,2,29,5,704,705,1039,1043,XE,2708,N11106,155,158,138,-4,-1,JAN,EWR,1055,7,10,0,,0,NA,NA,NA,NA,NA,N
2008,2,24,7,1638,1635,2003,2024,XE,3019,N12924,145,169,126,-21,3,BHM,EWR,850,9,10,0,,0,NA,NA,NA,NA,NA,Y
2008,2,19,2,1404,1350,1704,1702,XE,2217,N11140,120,132,102,2,14,IAH,SAV,851,6,12,0,,0,NA,NA,NA,NA,NA,Y
2008,2,26,2,2114,1855,2321,2008,XE,2898,N13978,127,73,60,193,139,ROC,CLE,245,7,60,0,,0,0,0,193,0,0,Y
2008,2,4,1,1932,1935,2050,2049,XE,2447,N14937,78,74,54,1,-3,IAH,BRO,308,5,19,0,,0,NA,NA,NA,NA,NA,Y
2008,2,19,2,856,906,1025,1043,XE,2885,N14522,89,97,75,-18,-10,XNA,IAH,438,6,8,0,,0,NA,NA,NA,NA,NA,N
2008,2,5,2,1731,1735,1850,1854,XE,2594,N14505,79,79,64,-4,-4,ABE,CLE,339,7,8,0,,0,NA,NA,NA,NA,NA,N
2008,2,21,4,847,850,1003,1002,XE,2034,N23139,136,132,112,1,-3,CLE,MCI,694,4,20,0,,0,NA,NA,NA,NA,NA,Y
2008,2,22,5,1617,1555,1732,1714,XE,2818,N14916,75,79,56,18,22,IAH,JAN,351,4,15,0,,0,0,0,0,0,18,Y
2008,2,19,2,2044,2045,2306,2308,XE,2895,N14153,202,203,186,-2,-1,CLE,SAT,1241,2,14,0,,0,NA,NA,NA,NA,NA,N
2008,2,14,4,1530,1530,1709,1713,XE,2007,N17524,99,103,82,-4,0,IAH,HSV,595,5,12,0,,0,NA,NA,NA,NA,NA,N
2008,2,17,7,1638,1630,1719,1705,XE,2651,N14158,101,95,84,14,8,CLE,BNA,448,6,11,0,,0,NA,NA,NA,NA,NA,Y
2008,2,4,1,2017,1825,2223,2047,XE,2741,N13988,126,142,99,96,112,CVG,EWR,569,6,21,0,,0,0,0,0,0,96,Y
2008,2,29,5,1753,1750,1914,1917,XE,2044,N14930,81,87,61,-3,3,IAH,OKC,395,4,16,0,,0,NA,NA,NA,NA,NA,Y
2008,2,10,7,1430,1415,1702,1650,XE,2871,N21129,212,215,192,12,15,ORF,IAH,1201,9,11,0,,0,NA,NA,NA,NA,NA,Y
2008,2,26,2,1839,1840,1957,1950,XE,2664,N16525,138,130,117,7,-1,TLH,IAH,658,12,9,0,,0,NA,NA,NA,NA,NA,Y
2008,2,18,1,1436,1445,1609,1614,XE,2372,N15948,93,89,66,-5,-9,GPT,IAH,376,14,13,0,,0,NA,NA,NA,NA,NA,N
2008,2,12,2,1220,1225,1323,1334,XE,2674,N11121,63,69,39,-11,-5,EWR,MHT,209,8,16,0,,0,NA,NA,NA,NA,NA,N
2008,2,5,2,640,650,742,747,XE,2060,N17513,62,57,45,-5,-10,GRK,IAH,166,5,12,0,,0,NA,NA,NA,NA,NA,N
